DT,Velocity X,Velocity Y,Velocity Z,Acceleration X,Acceleration Y,Acceleration Z,Angle X,Angle Y,Angle Z
0.0238962,-0.7585555,1.380799,-0.6569436,-0.03623658,0.03874674,-1.000742,0.04017226,0.7206528,0.02799792
0.0279491,-1.204028,0.9285591,0.5930862,-0.03790462,0.03912996,-1.004436,0.006520767,0.7466052,0.04457414
0.0249371,-0.5656393,0.6336058,0.8589296,-0.03962355,0.03862583,-1.003235,-0.007584636,0.7624055,0.06599335
0.0229099,-0.1958698,0.6319084,0.2995332,-0.03881985,0.04055746,-0.9994122,-0.01207199,0.7768824,0.07285563
0.0249675,-1.060303,0.8907781,0.1829827,-0.03611532,0.04094961,-1.00146,-0.0385451,0.7991229,0.07742425
0.0239374,-1.076158,1.257872,0.3327758,-0.03850845,0.03900844,-1.004935,-0.06430551,0.8292331,0.08539004
0.0219067,-0.2427235,1.398386,-0.08245807,-0.03646216,0.04095945,-1.003181,-0.06962278,0.8598672,0.08358365
0.0239368,0.2097737,2.011147,-0.1123096,-0.03586893,0.04168644,-1.001943,-0.06460147,0.9080076,0.08089532
0.02397,0.3606352,2.550142,-0.1463784,-0.03693607,0.03851818,-1.003571,-0.05595705,0.9691344,0.07738663
0.0259304,0.3731258,1.886738,-0.7860215,-0.03064574,0.03839325,-0.9988373,-0.04628175,1.018058,0.05700478
0.0288884,-0.7523025,1.424369,0.3349623,-0.03073432,0.04024847,-1.002503,-0.06801456,1.059206,0.0666813
0.0299617,-0.04297403,3.37061,0.5610876,-0.03823329,0.04037452,-1.008232,-0.06930213,1.160195,0.08349244
0.0278854,1.899383,2.995365,-1.248318,-0.02927346,0.04257857,-1.003082,-0.01633709,1.243722,0.0486826
0.0249616,1.06892,1.521535,-0.05011678,-0.02307519,0.03806569,-0.9994829,0.01034486,1.281702,0.0474316
0.0239705,-0.2518561,1.315615,1.645805,-0.0301407,0.03681498,-0.9998227,0.004307739,1.313238,0.08688236
0.029884,-0.2528052,3.008337,0.5263402,-0.03155169,0.04002183,-1.005701,-0.003247092,1.403139,0.1026115
0.0279261,0.6638956,3.701279,-0.2918363,-0.02303586,0.04114879,-1.004119,0.01529292,1.506502,0.09446166
0.0259313,1.08373,1.766039,0.9086937,-0.02228599,0.03663519,-1.004141,0.04339545,1.552297,0.1180253
0.0299213,1.131173,2.231979,1.144203,-0.03202829,0.03317347,-1.004284,0.07724162,1.619081,0.1522613
0.0448843,-1.680748,30.3394,-4.505206,-0.009298176,0.03349875,-1.019327,0.001802407,2.980844,-0.04995172
0.0349462,-3.688713,47.82884,-4.00487,0.01886483,0.04355765,-0.9888831,-0.1271041,4.65228,-0.1899067
0.0348885,-1.418167,17.37249,0.9104567,0.04627787,0.04618509,-0.9980924,-0.1765818,5.25838,-0.1581423
0.0348824,1.726118,-1.089053,4.856441,0.0309264,0.03457272,-1.006449,-0.1163707,5.220391,0.01126209
0.0279238,2.23382,3.355928,1.671647,0.01665974,0.03242962,-1.006025,-0.05399394,5.314102,0.05794082
0.0259309,0.8152491,12.7677,-3.086632,0.04033507,0.03834628,-0.9983413,-0.0328538,5.64518,-0.02209831
0.0259517,-2.352082,23.40953,-1.262194,0.06125254,0.04305507,-0.9944994,-0.09389434,6.252697,-0.05485439
0.0239445,-0.8785926,10.04019,1.690344,0.06621253,0.04300397,-1.001794,-0.1149318,6.493104,-0.01437993
0.0248996,1.5532,2.18259,3.649094,0.05634553,0.03765516,-1.012002,-0.07625774,6.54745,0.07648104
0.0249598,1.906031,18.31482,1.237515,0.04523014,0.03203873,-1.019531,-0.02868359,7.004584,0.1073692
0.0259027,-2.481757,49.36452,-4.918612,0.08178546,0.0390131,-0.9968516,-0.09296779,8.283258,-0.02003614
0.0299205,-4.39978,47.40419,-4.996475,0.1251183,0.0507593,-0.9711146,-0.2246114,9.701615,-0.1695332
0.0259293,-2.966029,18.78613,0.6922892,0.1410584,0.04875267,-0.9889533,-0.3015185,10.18873,-0.1515826
0.0239271,-0.952286,1.195198,5.066734,0.1310072,0.04343886,-1.004557,-0.3243039,10.21732,-0.03035033
0.0249348,2.197575,2.213817,4.185709,0.1134463,0.04066822,-1.003809,-0.2695078,10.27253,0.07401948
0.0239083,4.028241,4.885361,0.6322952,0.1296083,0.0423461,-0.9880337,-0.1731994,10.38933,0.08913659
0.0229765,2.366549,2.197307,1.183133,0.1344457,0.04063008,-0.9836964,-0.1188244,10.43981,0.1163208
0.0249046,-0.682658,0.1117472,2.762898,0.1329784,0.03494277,-0.9923339,-0.1358257,10.4426,0.1851297
0.0299191,-0.4013132,11.67351,1.608768,0.1252858,0.03761862,-1.014473,-0.1478326,10.79186,0.2332626
0.0269617,-0.5109413,35.70121,-2.07543,0.1374423,0.04352375,-1.012936,-0.1616085,11.75442,0.1773055
0.0249708,1.031828,26.65159,-3.380508,0.1661697,0.04964199,-0.9769966,-0.1358429,12.41993,0.09289147
0.0279225,1.576514,2.423454,1.743082,0.1820566,0.03818045,-0.9866885,-0.0918227,12.4876,0.1415627
0.0258949,1.297516,1.724166,5.358723,0.1522873,0.03542043,-0.9958955,-0.05822365,12.53225,0.2803262
0.0249597,1.74946,10.52523,0.7144338,0.1560489,0.03909716,-0.9954566,-0.01455767,12.79496,0.2981583
0.0239086,0.00391003,21.76312,-2.847584,0.1874404,0.04071199,-0.9781477,-0.01446418,13.31528,0.2300766
0.0239344,-0.5443814,15.1681,-0.8785436,0.2012616,0.03773879,-0.9805741,-0.02749363,13.67832,0.2090491
0.0279601,-0.2339796,2.410746,3.878175,0.1843134,0.03504575,-0.9910954,-0.03403572,13.74573,0.3174833
0.0239372,-0.2156355,10.95502,2.166667,0.1804326,0.03181043,-1.002932,-0.03919743,14.00796,0.3693472
0.0239374,-0.960991,32.67136,-2.228562,0.1998914,0.04860671,-0.9818641,-0.06220106,14.79003,0.3160013
0.0239005,-0.9886385,38.7073,-3.845242,0.2218346,0.04544511,-0.9687482,-0.08583001,15.71515,0.2240981
0.021977,0.8148241,19.05326,-1.542119,0.2422641,0.03713072,-0.9712535,-0.06792262,16.13388,0.1902069
0.0239094,1.259619,1.547298,4.014923,0.2329403,0.03174446,-0.9754493,-0.03780589,16.17088,0.2862013
0.0229711,0.4854393,4.354308,4.213788,0.2150892,0.03587084,-0.9839733,-0.02665482,16.2709,0.3829966
0.0239362,0.8001869,12.76643,-1.503397,0.2154345,0.04234586,-0.9844148,-0.007501382,16.57648,0.347011
0.0249001,-0.1212218,17.62174,-4.955447,0.2545272,0.038744,-0.966803,-0.01051982,17.01526,0.2236199
0.0278934,0.3203428,5.541889,0.3241597,0.258852,0.03128309,-0.9801627,-0.001584367,17.16985,0.2326618
0.0269294,0.5569299,15.87759,1.50275,0.2337303,0.03520935,-0.9819124,0.01341342,17.59742,0.27313
0.0329445,-0.6576607,37.30133,-4.766306,0.2723131,0.04554265,-0.967275,-0.008252879,18.8263,0.1161064
0.026894,1.174048,21.94598,-3.046498,0.3015571,0.03836548,-0.951156,0.02332198,19.41651,0.03417388
0.0259292,1.637472,2.436326,2.652297,0.2985811,0.03276665,-0.9557663,0.06578032,19.47968,0.1029458
0.0229728,-0.007785091,2.300031,5.151799,0.2761971,0.03607685,-0.9731767,0.06560148,19.53252,0.2212971
0.0258951,0.825193,11.29984,1.023934,0.2757669,0.0405642,-0.9689834,0.08696993,19.82513,0.2478119
0.025906,0.7921306,16.05137,-2.16945,0.3024944,0.03467553,-0.9463896,0.1074909,20.24096,0.1916102
0.0329125,-0.6150938,3.577821,1.675239,0.3103802,0.03084325,-0.9522037,0.08724658,20.35871,0.2467465
0.0309565,-1.638544,12.72711,3.77143,0.2950948,0.03530176,-0.9722165,0.036523,20.7527,0.3634967
0.0329109,0.002311506,26.42982,-1.272835,0.3235501,0.03939471,-0.9440169,0.03659908,21.62253,0.3216066
0.0279236,-0.1872325,10.79936,1.361585,0.3397585,0.03309693,-0.9405534,0.03137087,21.92409,0.3596269
0.0249254,-0.9533179,3.313915,4.673158,0.3247412,0.02697394,-0.9480106,0.007609041,22.00669,0.4761073
0.0268993,-1.057151,20.35674,-0.2446576,0.3105912,0.04289021,-0.9644983,-0.02082758,22.55427,0.4695261
0.0299538,-0.9180137,43.25829,-7.515498,0.3573589,0.04316079,-0.9364699,-0.04832558,23.85002,0.2444084
0.0249576,-0.02999911,35.90169,-4.700515,0.3936406,0.04345864,-0.9197234,-0.04907429,24.74604,0.1270948
0.0229502,0.7878929,13.56784,2.288657,0.3835727,0.03708265,-0.922464,-0.03099199,25.05742,0.17962
0.0239,0.7009214,5.816537,4.770183,0.3732138,0.03478853,-0.9333928,-0.01423997,25.19644,0.2936274
0.0229695,0.4109631,14.18572,1.682135,0.3726178,0.03577309,-0.9349867,-0.004800349,25.52228,0.3322651
0.0239392,0.3497341,16.69787,-0.448449,0.3931256,0.03768848,-0.9152341,0.003572005,25.92201,0.3215296
0.022933,0.01163395,5.651543,0.9915053,0.3997612,0.03199663,-0.9176441,0.003838806,26.05162,0.3442678
0.0259332,-0.5094722,6.651589,2.256097,0.3864008,0.03179784,-0.9336206,-0.009373438,26.22412,0.4027756
0.0259038,-0.4975843,24.51992,-0.9680097,0.3915122,0.0378107,-0.9347427,-0.02226276,26.85927,0.3777005
0.0269641,1.763186,30.60761,-3.753766,0.4230447,0.0457279,-0.9104016,0.02527998,27.68458,0.2764835
0.0269168,2.253865,15.04463,-0.3427665,0.432501,0.03325449,-0.9008116,0.0859468,28.08953,0.2672574
0.0229114,1.466884,9.148383,1.459069,0.431471,0.03267857,-0.9067118,0.1195552,28.29914,0.3006867
0.0239375,1.197784,10.20725,1.817102,0.4356208,0.03624798,-0.9082301,0.1482271,28.54347,0.3441835
0.0239694,1.602825,14.74336,1.000035,0.4299152,0.03244456,-0.9093065,0.1866459,28.89686,0.3681538
0.0239023,1.645623,24.81704,-2.211885,0.4395687,0.03328278,-0.900235,0.22598,29.49004,0.3152846
0.0249663,1.543195,23.36264,-2.846952,0.4658904,0.03441678,-0.8875265,0.2645079,30.07332,0.2442067
0.0249007,1.242308,10.90051,0.2005312,0.4721402,0.03353314,-0.8788761,0.2954422,30.34475,0.2492001
0.0289235,0.7815636,4.776148,2.198446,0.4619756,0.03287413,-0.8969007,0.3180478,30.4829,0.3127868
0.0259664,0.9361523,17.59729,-0.1777487,0.468465,0.03003096,-0.8871576,0.3423563,30.93983,0.3081714
0.0239349,1.12744,15.94942,-0.5617383,0.4811138,0.03231902,-0.8737496,0.3693415,31.32158,0.2947262
0.0269178,-0.004993079,4.375424,1.787476,0.4877478,0.03176591,-0.8778402,0.3692071,31.43936,0.3428411
0.0229339,-0.2033371,3.127875,3.299591,0.4837167,0.02814576,-0.8869849,0.3645437,31.51109,0.4185136
0.0259423,0.1078975,12.91112,2.032412,0.4791962,0.02848775,-0.8864248,0.3673429,31.84604,0.4712391
0.0229033,0.2523275,17.28241,0.04381726,0.4875014,0.03372134,-0.87832,0.373122,32.24186,0.4722426
0.023939,0.1853428,11.02747,-0.3792656,0.5016462,0.03065109,-0.8659113,0.3775589,32.50584,0.4631634
0.0289196,-0.1850578,2.544323,0.547462,0.493579,0.0238242,-0.8729209,0.3722071,32.57943,0.4789958
0.0309546,-0.06156631,13.51267,-1.31032,0.4989761,0.03402404,-0.8792815,0.3703013,32.9977,0.4384353
0.0248975,1.897842,18.66486,-2.181131,0.5113387,0.03836583,-0.8627983,0.4175529,33.46241,0.3841306
0.0239352,2.970376,10.1455,-0.828733,0.5170158,0.02624343,-0.8534969,0.4886494,33.70525,0.3642947
0.0239023,1.59411,4.489799,0.67048,0.5156162,0.02321612,-0.8581928,0.5267523,33.81256,0.3803207
0.0219763,1.266928,7.854878,0.2570088,0.5138469,0.02826151,-0.8654116,0.5545947,33.98519,0.3859688
0.0249311,1.392825,18.39507,-1.258318,0.525564,0.02947031,-0.855577,0.5893193,34.4438,0.3545976
0.0258973,1.942774,16.73878,-0.7214719,0.5338845,0.03055244,-0.8473781,0.6396319,34.87729,0.3359134
0.0299479,1.36541,8.648672,1.238629,0.5365461,0.02369856,-0.8429803,0.6805231,35.1363,0.3730077
0.0259345,0.5585676,3.685412,1.380493,0.5375799,0.02275909,-0.8478772,0.6950093,35.23188,0.4088101
0.025924,-0.9940767,12.09109,1.125548,0.5440144,0.02962346,-0.847629,0.6692389,35.54533,0.4379888
0.0219525,-0.3246424,11.22342,1.52679,0.5470225,0.02961247,-0.8439151,0.6621122,35.79171,0.4715057
0.0239358,0.5556965,6.360883,2.224604,0.5466408,0.02103507,-0.8394436,0.6754132,35.94397,0.5247534
0.0219371,-0.08232415,7.234066,1.7271,0.5470303,0.01884833,-0.8408023,0.6736072,36.10266,0.562641
0.024903,-0.5549237,8.540923,0.6578431,0.5511289,0.02703701,-0.8393475,0.659788,36.31536,0.5790232
0.021995,-0.1316584,5.841051,0.02754622,0.5528046,0.02372148,-0.835305,0.6568921,36.44383,0.5796291
0.0268757,-0.4590507,9.598454,-0.7346054,0.5573791,0.02280026,-0.8405264,0.6445548,36.7018,0.5598861
0.0259639,1.066257,10.28094,-0.6433321,0.5652996,0.02765368,-0.8305904,0.672239,36.96873,0.5431827
0.0229414,1.406973,7.420243,0.09330135,0.5686844,0.02287838,-0.8261693,0.7045169,37.13896,0.5453231
0.0239358,0.9108897,5.514958,0.8284057,0.5661358,0.02116114,-0.8267025,0.7263198,37.27097,0.5651517
0.0229355,-0.01106252,6.679081,0.6105514,0.566714,0.02053298,-0.8236353,0.7260661,37.42415,0.579155
0.0258974,-1.119827,8.955797,0.103319,0.570276,0.02031937,-0.8257999,0.6970655,37.65609,0.5818307
0.0299539,-0.3608322,9.785057,0.3095948,0.5783862,0.02998684,-0.8236732,0.6862571,37.94919,0.5911043
0.0309197,0.1863831,8.086725,0.6401662,0.5796031,0.02387201,-0.8212491,0.6920201,38.19923,0.610898
0.0318771,0.1465915,12.78582,0.2605599,0.5819917,0.0242196,-0.8168048,0.6966929,38.6068,0.6192039
0.0269525,0.61454,11.58884,-0.6611945,0.5879997,0.02994428,-0.8106859,0.7132564,38.91915,0.6013831
0.0239453,0.3104518,6.80493,-0.4070852,0.5976106,0.02018336,-0.8049977,0.7206903,39.08209,0.5916353
0.0239018,0.001049645,2.626694,0.3682826,0.5944714,0.01774078,-0.807014,0.7207153,39.14487,0.6004379
0.0249334,-0.448323,13.95026,0.4194719,0.593929,0.01961432,-0.8137494,0.7095371,39.4927,0.6108968
0.0229374,0.2349851,20.93545,-0.9981313,0.6021101,0.03064695,-0.7965355,0.7149271,39.97291,0.5880022
0.0229398,1.059458,9.452575,-0.9560764,0.6175352,0.02700701,-0.7893859,0.7392308,40.18975,0.56607
0.0239357,0.09691203,0.7209334,1.254642,0.6115277,0.01271641,-0.7924995,0.7415504,40.207,0.5961007
0.0268998,-1.039212,6.026568,0.0707122,0.6021397,0.02107035,-0.8067751,0.7135959,40.36912,0.5980029
0.0239348,-0.9010971,18.0098,-2.96321,0.6182105,0.0374511,-0.7989892,0.6920283,40.80018,0.527079
0.0219069,1.435774,14.81044,-3.019286,0.6283955,0.03506309,-0.7817209,0.7234817,41.12463,0.4609359
0.0249687,2.508207,4.081979,-0.7482467,0.6278177,0.0210067,-0.7796186,0.7861083,41.22655,0.4422531
0.0239361,1.941402,6.968314,-0.2064179,0.6139939,0.01714915,-0.7964839,0.8325779,41.39334,0.4373123
0.0248995,2.102108,18.55959,-3.078311,0.622826,0.02808702,-0.78294,0.8849193,41.85547,0.3606639
0.0219399,1.625879,16.12761,-3.857424,0.6427516,0.02450948,-0.7637227,0.9205909,42.20931,0.2760324
0.0249359,-0.6042648,2.115489,1.466145,0.6508169,0.02382114,-0.764855,0.9055231,42.26206,0.312592
0.030917,-2.151067,1.150241,4.667936,0.6255854,0.01823286,-0.786284,0.8390185,42.29762,0.4569106
0.0239361,0.8779892,2.413954,0.4899382,0.6324569,0.02438378,-0.7702229,0.8600342,42.3554,0.4686378
0.0259309,-0.08952128,0.7682815,-1.416676,0.6407307,0.02232908,-0.7676848,0.8577128,42.37532,0.4319021
0.0249334,-1.47804,0.07373497,-0.2062876,0.6398966,0.0216759,-0.7802023,0.8208603,42.37716,0.4267587
0.0229725,0.002357001,3.455127,-0.01891542,0.636845,0.0220277,-0.7801145,0.8209144,42.45654,0.4263241
0.0248994,0.500248,9.585604,-1.158896,0.6418059,0.03162088,-0.7689559,0.8333703,42.69521,0.3974683
0.0219416,1.398482,4.885748,-1.096693,0.6500809,0.02589566,-0.7652174,0.8640552,42.80241,0.3734051
0.0289556,0.8709465,1.556486,0.6803807,0.6454181,0.01283674,-0.7690415,0.889274,42.84748,0.3931059
0.0308849,-0.05942167,12.16646,-0.3054534,0.6431615,0.02845367,-0.7690839,0.8874388,43.22324,0.383672
0.0279257,1.909846,6.485985,-1.322937,0.6673161,0.02396559,-0.7569308,0.9407725,43.40437,0.3467281
0.0299118,0.7196385,0.3897361,2.771303,0.652358,0.01621432,-0.758147,0.9622982,43.41602,0.4296228
0.0278991,-0.9040704,4.719863,2.039999,0.6505405,0.01445071,-0.769581,0.9370754,43.5477,0.4865369
0.0249705,-0.7685722,8.670338,-0.7923483,0.6503793,0.02879352,-0.7601681,0.9178838,43.76421,0.4667515
0.0238985,0.5607091,2.079891,-2.132828,0.6614126,0.02855954,-0.7541517,0.9312839,43.81391,0.4157802
0.0229753,-0.2544242,-0.4202193,0.1209493,0.6568218,0.01113864,-0.7629082,0.9254384,43.80426,0.418559
0.032911,0.4336587,5.064231,-0.2154472,0.6513192,0.02718545,-0.7563679,0.9397106,43.97092,0.4114684
0.0299206,0.1365309,5.178363,-1.319672,0.6689289,0.03089144,-0.7508571,0.9437956,44.12587,0.3719831
0.030956,0.17945,0.6976023,1.201359,0.6596662,0.01403892,-0.7564796,0.9493507,44.14746,0.4091724
0.0298813,-0.1345903,1.74222,-0.2043114,0.6565182,0.02754885,-0.7523796,0.945329,44.19952,0.4030673
0.0299248,-0.04919487,0.3542418,-1.129539,0.6653191,0.0255201,-0.7533897,0.9438568,44.21012,0.369266
0.0259265,-0.3138193,-0.03185184,0.692122,0.6646013,0.01732617,-0.7517388,0.9357206,44.2093,0.3872103
0.0219453,-1.047095,1.448514,1.428566,0.661971,0.0171012,-0.7564303,0.9127417,44.24109,0.4185607
0.025922,-1.436854,7.912251,-0.5058715,0.6585179,0.02428279,-0.7555648,0.8754956,44.44619,0.4054475
0.0268999,0.03421923,7.161058,-2.326503,0.6734645,0.03170927,-0.7422158,0.8764161,44.63882,0.3428648
0.0249326,-0.2702285,0.9571636,0.5262133,0.6730778,0.02148866,-0.7476845,0.8696786,44.66268,0.3559846
0.0239707,-0.04510991,0.7301452,1.693538,0.6559844,0.0191482,-0.7562439,0.8685973,44.68018,0.3965799
0.0219587,1.896848,1.678748,-1.449314,0.661032,0.02340934,-0.7510048,0.9102497,44.71704,0.3647549
0.0249195,1.952468,0.04941726,-2.740146,0.6796874,0.02684409,-0.7407027,0.9589041,44.71828,0.2964718
0.0238997,0.02625224,-1.510962,0.1820194,0.6784507,0.02041556,-0.7478716,0.9595315,44.68217,0.300822
0.0239734,-0.331864,1.116207,1.499034,0.6617688,0.01741933,-0.7493211,0.9515756,44.70893,0.336759
0.0258973,-0.1657346,7.319372,-1.013035,0.6622026,0.02509844,-0.747179,0.9472836,44.89848,0.3105241
0.0249485,-0.30353,7.214711,-2.22835,0.6815817,0.03489515,-0.7384177,0.939711,45.07848,0.2549301
0.026911,-0.3302477,0.3986022,0.4173215,0.6779218,0.02014381,-0.7440801,0.9308237,45.0892,0.2661607
0.023938,0.7830549,2.116142,0.4079232,0.6685654,0.01860454,-0.757688,0.9495685,45.13986,0.2759255
0.0289536,1.7497,8.683713,-2.209678,0.6771584,0.03497795,-0.7355291,1.000229,45.39128,0.2119474
0.028913,1.192352,-0.09295368,-0.2155398,0.6867002,0.01986394,-0.732698,1.034703,45.38859,0.2057155
0.0299151,-0.3974836,0.2344127,1.675156,0.6673145,0.0167938,-0.7432517,1.022812,45.3956,0.255828
0.0308961,0.7097775,1.534901,-1.645416,0.6812295,0.02743695,-0.7370025,1.044742,45.44303,0.204991
0.0319153,-0.1780177,-1.012032,0.8390144,0.6902344,0.02183625,-0.7331316,1.03906,45.41073,0.2317684
0.02796,-1.060558,-0.2268638,3.033924,0.6655568,0.01658412,-0.7496485,1.009407,45.40438,0.3165969
0.024932,2.427529,2.897634,-2.050672,0.6751293,0.02192511,-0.7568498,1.06993,45.47663,0.2654696
0.0229363,1.693497,11.12644,-3.973231,0.6894424,0.02632443,-0.7293105,1.108773,45.73183,0.1743383
0.0249111,0.5287234,3.921011,-0.679979,0.695926,0.02898458,-0.7210005,1.121944,45.8295,0.1573993
0.0239692,-0.5929418,-0.4758047,2.132031,0.6798524,0.01646887,-0.7408949,1.107731,45.8181,0.2085024
0.0279282,0.7823511,0.8750075,0.3914706,0.6746328,0.02177149,-0.7340575,1.129581,45.84253,0.2194355
0.0248959,0.6916535,0.2440745,-1.617027,0.6866249,0.02605955,-0.7281208,1.1468,45.84861,0.1791781
0.028924,-0.6350318,-1.787499,-0.0422458,0.6902772,0.0192923,-0.7360905,1.128433,45.79691,0.1779562
0.0249342,-0.166106,0.02283134,1.392946,0.676714,0.01586237,-0.7436339,1.124291,45.79748,0.2126882
0.0259287,2.116073,2.626083,-1.92552,0.6743956,0.02520088,-0.7358754,1.179158,45.86557,0.162762
0.0229396,2.073441,4.130664,-4.268765,0.6846271,0.02920436,-0.725059,1.226722,45.96033,0.06483824
0.0249327,0.5679979,2.606855,-1.422573,0.6979236,0.02388162,-0.7233404,1.240884,46.02532,0.02936965
0.0229743,-0.7964776,1.402382,2.091321,0.6913611,0.01696379,-0.7340096,1.222585,46.05754,0.07741629
0.0219774,-0.0872471,4.843765,1.620317,0.6792682,0.02081392,-0.7337626,1.220668,46.16399,0.1130266
0.0219419,0.5136957,5.258724,-0.6136562,0.6863846,0.03112722,-0.7192632,1.231939,46.27938,0.09956186
0.0268905,-0.328444,-0.4366829,-0.6658719,0.6972882,0.02349627,-0.7208992,1.223107,46.26764,0.08165623
0.0279249,-1.900397,-1.070439,1.280154,0.6881877,0.01829413,-0.7342843,1.170039,46.23775,0.1174044
0.0229008,-0.2385259,0.949868,0.4037728,0.6857301,0.02426832,-0.7347632,1.164576,46.2595,0.1266511
0.0259319,1.000668,0.1724251,0.1604834,0.6958578,0.02779279,-0.7254223,1.190526,46.26397,0.1308128
0.0239361,-0.4651624,-1.232113,1.787483,0.681447,0.01640843,-0.730702,1.179391,46.23448,0.1735981
0.0219793,-1.001831,0.9528105,-0.3339786,0.6806499,0.01790727,-0.7363399,1.157372,46.25542,0.1662575
0.0248947,0.254804,2.04262,-3.146453,0.6934167,0.02729113,-0.7250878,1.163715,46.30627,0.08792753
0.0249572,-0.4309756,-0.2128782,-0.6603904,0.704771,0.02649295,-0.7258132,1.152959,46.30096,0.07144603
